ODA/ECU_PCPIE,"Ecuador Inflation Index, End of Period Consumer Prices"
ODA/ECU_PCPI,"Ecuador Inflation Index, Average Consumer Prices"
ODA/ECU_NGDPPC,"Ecuador GDP per Capita at Current Prices, LCU"
ODA/ECU_NID_NGDP,"Ecuador Total Investment, % of GDP"
ODA/ECU_GGR_NGDP,"Ecuador General Government Revenue, % of GDP"
ODA/EGY_PPPEX,"Egypt Implied PPP Conversion Rate, LCU per USD"
ODA/GAB_PPPSH,"Gabon Share of World GDP based on PPP, %"
ODA/EST_BCA_NGDPD,"Estonia Current Account Balance, % of GDP"
ODA/ECU_LUR,"Ecuador Unemployment Rate, % of Total Labor Force"
ODA/EGY_PCPIPCH,"Egypt Inflation % change, Average Consumer Prices"
ODA/ECU_GGX,"Ecuador General Government Total Expenditure, USD Billions"
ODA/ECU_GGSB,"Ecuador General Government Structural Balance, USD Billions"
ODA/GAB_NGDP_R,"Gabon GDP at Constant Prices, LCU Billions"
ODA/ECU_GGXCNL_NGDP,"Ecuador General Government Net Lending/Borrowing, % of GDP"
ODA/ECU_GGXONLB,"Ecuador General Government Primary Net Lending/Borrowing, USD Billions"
ODA/ERI_NGDP_RPCH,"Eritrea GDP at Constant Prices, % change"
ODA/EGY_NGDP,"Egypt GDP at Current Prices, LCU Billions"
ODA/ECU_GGSB_NPGDP,"Ecuador General Government Structural Balance, % of GDP"
ODA/ECU_BCA,"Ecuador Current Account Balance, USD Billions"
ODA/EGY_NGDPDPC,"Egypt GDP per Capita at Current Prices, USD"
ODA/ECU_GGXWDG,"Ecuador General Government Gross Debt, USD Billions"
ODA/GAB_NID_NGDP,"Gabon Total Investment, % of GDP"
ODA/GAB_NGSD_NGDP,"Gabon Gross National Savings, % of GDP"
ODA/EGY_PPPSH,"Egypt Share of World GDP based on PPP, %"
ODA/EGY_NGDPD,"Egypt GDP at Current Prices, USD Billions"
ODA/EGY_NGDPPC,"Egypt GDP per Capita at Current Prices, LCU"
ODA/EGY_NGDP_R,"Egypt GDP at Constant Prices, LCU Billions"
ODA/FIN_PCPIE,"Finland Inflation Index, End of Period Consumer Prices"
ODA/GAB_PCPIEPCH,"Gabon Inflation % change, End of Period Consumer Prices"
ODA/FIN_PPPGDP,"Finland Country GDP based on PPP Valuation, USD Billions"
ODA/ECU_GGXCNL,"Ecuador General Government Net Lending/Borrowing, USD Billions"
ODA/GAB_GGR_NGDP,"Gabon General Government Revenue, % of GDP"
ODA/EGY_PPPPC,"Egypt Per Capita GDP based on PPP Valuation, USD"
ODA/EGY_PCPI,"Egypt Inflation Index, Average Consumer Prices"
ODA/EGY_GGXWDG,"Egypt General Government Gross Debt, USD Billions"
ODA/EGY_TMG_RPCH,"Egypt Imports of Goods, % change"
ODA/EGY_NID_NGDP,"Egypt Total Investment, % of GDP"
ODA/EGY_PPPGDP,"Egypt Country GDP based on PPP Valuation, USD Billions"
ODA/EGY_NGDPRPC,"Egypt GDP per Capita at Constant Prices, LCU"
ODA/EGY_BCA_NGDPD,"Egypt Current Account Balance, % of GDP"
ODA/GAB_TXG_RPCH,"Gabon Exports of Goods, % change"
ODA/EGY_TX_RPCH,"Egypt Exports of Goods and services, % change"
ODA/GAB_TX_RPCH,"Gabon Exports of Goods and services, % change"
ODA/EGY_LP,"Egypt Population, Millions"
ODA/EGY_TM_RPCH,"Egypt Imports of Goods and services, % change"
ODA/EGY_TXG_RPCH,"Egypt Exports of Goods, % change"
ODA/GAB_TMG_RPCH,"Gabon Imports of Goods, % change"
ODA/EGY_PCPIE,"Egypt Inflation Index, End of Period Consumer Prices"
ODA/EGY_GGSB,"Egypt General Government Structural Balance, USD Billions"
ODA/EGY_GGR_NGDP,"Egypt General Government Revenue, % of GDP"
ODA/SLV_PPPSH,"El Salvador Share of World GDP based on PPP, %"
ODA/EGY_GGR,"Egypt General Government Revenue, USD Billions"
ODA/SLV_TXG_RPCH,"El Salvador Exports of Goods, % change"
ODA/EGY_GGXCNL,"Egypt General Government Net Lending/Borrowing, USD Billions"
ODA/EGY_GGXONLB,"Egypt General Government Primary Net Lending/Borrowing, USD Billions"
ODA/GNQ_NGDPRPC,"Equatorial Guinea GDP per Capita at Constant Prices, LCU"
ODA/EGY_BCA,"Egypt Current Account Balance, USD Billions"
ODA/EGY_GGXONLB_NGDP,"Egypt General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/EGY_GGXWDN,"Egypt General Government Net Debt, USD Billions"
ODA/EGY_NGDP_FY,"Egypt GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/EGY_GGXWDG_NGDP,"Egypt General Government Gross Debt, % of GDP"
ODA/EGY_GGSB_NPGDP,"Egypt General Government Structural Balance, % of GDP"
ODA/SLV_PPPGDP,"El Salvador Country GDP based on PPP Valuation, USD Billions"
ODA/SLV_PPPPC,"El Salvador Per Capita GDP based on PPP Valuation, USD"
ODA/SLV_NGDPPC,"El Salvador GDP per Capita at Current Prices, LCU"
ODA/GNQ_NGSD_NGDP,"Equatorial Guinea Gross National Savings, % of GDP"
ODA/GNQ_TMG_RPCH,"Equatorial Guinea Imports of Goods, % change"
ODA/SLV_NGDP,"El Salvador GDP at Current Prices, LCU Billions"
ODA/SLV_GGXONLB,"El Salvador General Government Primary Net Lending/Borrowing, USD Billions"
ODA/SLV_NGDP_RPCH,"El Salvador GDP at Constant Prices, % change"
ODA/EST_NGDPRPC,"Estonia GDP per Capita at Constant Prices, LCU"
ODA/FJI_NGDPPC,"Fiji GDP per Capita at Current Prices, LCU"
ODA/SLV_PPPEX,"El Salvador Implied PPP Conversion Rate, LCU per USD"
ODA/SLV_NGDPD,"El Salvador GDP at Current Prices, USD Billions"
ODA/GAB_GGXCNL,"Gabon General Government Net Lending/Borrowing, USD Billions"
ODA/SLV_LP,"El Salvador Population, Millions"
ODA/SLV_NGDPRPC,"El Salvador GDP per Capita at Constant Prices, LCU"
ODA/GNQ_NGDP_RPCH,"Equatorial Guinea GDP at Constant Prices, % change"
ODA/ERI_NGDP_D,Eritrea GDP Deflator
ODA/SLV_NGSD_NGDP,"El Salvador Gross National Savings, % of GDP"
ODA/GAB_GGXWDG,"Gabon General Government Gross Debt, USD Billions"
ODA/SLV_PCPIE,"El Salvador Inflation Index, End of Period Consumer Prices"
ODA/GNQ_NGDP_D,Equatorial Guinea GDP Deflator
ODA/EST_TMG_RPCH,"Estonia Imports of Goods, % change"
ODA/ETH_PPPEX,"Ethiopia Implied PPP Conversion Rate, LCU per USD"
ODA/SLV_TMG_RPCH,"El Salvador Imports of Goods, % change"
ODA/GNQ_PPPPC,"Equatorial Guinea Per Capita GDP based on PPP Valuation, USD"
ODA/ERI_NGDP_R,"Eritrea GDP at Constant Prices, LCU Billions"
ODA/GNQ_PCPIEPCH,"Equatorial Guinea Inflation % change, End of Period Consumer Prices"
ODA/GAB_GGR,"Gabon General Government Revenue, USD Billions"
ODA/GAB_GGXCNL_NGDP,"Gabon General Government Net Lending/Borrowing, % of GDP"
ODA/GMB_NGDP,"The Gambia GDP at Current Prices, LCU Billions"
ODA/GAB_GGXWDG_NGDP,"Gabon General Government Gross Debt, % of GDP"
ODA/GMB_NGDP_RPCH,"The Gambia GDP at Constant Prices, % change"
ODA/SLV_BCA,"El Salvador Current Account Balance, USD Billions"
ODA/GNQ_NGDP,"Equatorial Guinea GDP at Current Prices, LCU Billions"
ODA/HTI_GGXONLB_NGDP,"Haiti General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/GNQ_GGXWDG_NGDP,"Equatorial Guinea General Government Gross Debt, % of GDP"
ODA/HKG_NGDPD,"Hong Kong SAR GDP at Current Prices, USD Billions"
ODA/FIN_PCPI,"Finland Inflation Index, Average Consumer Prices"
ODA/FIN_TMG_RPCH,"Finland Imports of Goods, % change"
ODA/SLV_GGX_NGDP,"El Salvador General Government Total Expenditure, % of GDP"
ODA/SLV_TX_RPCH,"El Salvador Exports of Goods and services, % change"
ODA/FIN_TXG_RPCH,"Finland Exports of Goods, % change"
ODA/SLV_GGX,"El Salvador General Government Total Expenditure, USD Billions"
ODA/GNQ_PCPIE,"Equatorial Guinea Inflation Index, End of Period Consumer Prices"
ODA/SLV_LUR,"El Salvador Unemployment Rate, % of Total Labor Force"
ODA/SLV_NGDP_FY,"El Salvador GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/ERI_TXG_RPCH,"Eritrea Exports of Goods, % change"
ODA/SLV_GGXCNL_NGDP,"El Salvador General Government Net Lending/Borrowing, % of GDP"
ODA/HUN_NGDP,"Hungary GDP at Current Prices, LCU Billions"
ODA/FIN_TX_RPCH,"Finland Exports of Goods and services, % change"
ODA/SLV_GGXCNL,"El Salvador General Government Net Lending/Borrowing, USD Billions"
ODA/GNQ_PPPGDP,"Equatorial Guinea Country GDP based on PPP Valuation, USD Billions"
ODA/GNQ_GGXCNL_NGDP,"Equatorial Guinea General Government Net Lending/Borrowing, % of GDP"
ODA/SLV_GGXWDG_NGDP,"El Salvador General Government Gross Debt, % of GDP"
ODA/GNQ_NGDP_R,"Equatorial Guinea GDP at Constant Prices, LCU Billions"
ODA/GNQ_PCPIPCH,"Equatorial Guinea Inflation % change, Average Consumer Prices"
ODA/IRN_NGDPD,"Islamic Republic of Iran GDP at Current Prices, USD Billions"
ODA/GNQ_PPPSH,"Equatorial Guinea Share of World GDP based on PPP, %"
ODA/GNQ_NID_NGDP,"Equatorial Guinea Total Investment, % of GDP"
ODA/GNQ_PPPEX,"Equatorial Guinea Implied PPP Conversion Rate, LCU per USD"
ODA/GNQ_PCPI,"Equatorial Guinea Inflation Index, Average Consumer Prices"
ODA/EST_NGDP_R,"Estonia GDP at Constant Prices, LCU Billions"
ODA/ERI_TMG_RPCH,"Eritrea Imports of Goods, % change"
ODA/GNQ_TX_RPCH,"Equatorial Guinea Exports of Goods and services, % change"
ODA/GNQ_GGR,"Equatorial Guinea General Government Revenue, USD Billions"
ODA/GNQ_TM_RPCH,"Equatorial Guinea Imports of Goods and services, % change"
ODA/GNQ_GGXONLB_NGDP,"Equatorial Guinea General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/GNQ_BCA_NGDPD,"Equatorial Guinea Current Account Balance, % of GDP"
ODA/GNQ_LP,"Equatorial Guinea Population, Millions"
ODA/GNQ_GGX,"Equatorial Guinea General Government Total Expenditure, USD Billions"
ODA/GNQ_GGXONLB,"Equatorial Guinea General Government Primary Net Lending/Borrowing, USD Billions"
ODA/GNQ_NGDP_FY,"Equatorial Guinea GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/GNQ_TXG_RPCH,"Equatorial Guinea Exports of Goods, % change"
ODA/GNQ_BCA,"Equatorial Guinea Current Account Balance, USD Billions"
ODA/EST_PCPIEPCH,"Estonia Inflation % change, End of Period Consumer Prices"
ODA/ERI_NGDP,"Eritrea GDP at Current Prices, LCU Billions"
ODA/ERI_PPPPC,"Eritrea Per Capita GDP based on PPP Valuation, USD"
ODA/ERI_NGSD_NGDP,"Eritrea Gross National Savings, % of GDP"
ODA/ERI_PPPGDP,"Eritrea Country GDP based on PPP Valuation, USD Billions"
ODA/ERI_PCPIE,"Eritrea Inflation Index, End of Period Consumer Prices"
ODA/ETH_PCPIE,"Ethiopia Inflation Index, End of Period Consumer Prices"
ODA/ERI_GGR,"Eritrea General Government Revenue, USD Billions"
ODA/ERI_NID_NGDP,"Eritrea Total Investment, % of GDP"
ODA/ERI_TM_RPCH,"Eritrea Imports of Goods and services, % change"
ODA/ERI_PCPI,"Eritrea Inflation Index, Average Consumer Prices"
ODA/ERI_GGR_NGDP,"Eritrea General Government Revenue, % of GDP"
ODA/GTM_NGDP_FY,"Guatemala GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/ERI_PPPEX,"Eritrea Implied PPP Conversion Rate, LCU per USD"
ODA/ERI_GGXWDG,"Eritrea General Government Gross Debt, USD Billions"
ODA/GIN_NGDP,"Guinea GDP at Current Prices, LCU Billions"
ODA/ERI_GGXCNL_NGDP,"Eritrea General Government Net Lending/Borrowing, % of GDP"
ODA/ERI_GGX,"Eritrea General Government Total Expenditure, USD Billions"
ODA/ERI_NGDP_FY,"Eritrea GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/EST_NGDPD,"Estonia GDP at Current Prices, USD Billions"
ODA/EST_PPPSH,"Estonia Share of World GDP based on PPP, %"
ODA/EST_NGDP_RPCH,"Estonia GDP at Constant Prices, % change"
ODA/EST_NGDPDPC,"Estonia GDP per Capita at Current Prices, USD"
ODA/EST_NGAP_NPGDP,"Estonia Output Gap, % of potential GDP"
ODA/ETH_TMG_RPCH,"Ethiopia Imports of Goods, % change"
ODA/EST_PPPPC,"Estonia Per Capita GDP based on PPP Valuation, USD"
ODA/EST_GGX_NGDP,"Estonia General Government Total Expenditure, % of GDP"
ODA/EST_TXG_RPCH,"Estonia Exports of Goods, % change"
ODA/EST_NID_NGDP,"Estonia Total Investment, % of GDP"
ODA/EST_TX_RPCH,"Estonia Exports of Goods and services, % change"
ODA/EST_NGSD_NGDP,"Estonia Gross National Savings, % of GDP"
ODA/EST_PPPGDP,"Estonia Country GDP based on PPP Valuation, USD Billions"
ODA/EST_PCPI,"Estonia Inflation Index, Average Consumer Prices"
ODA/EST_PPPEX,"Estonia Implied PPP Conversion Rate, LCU per USD"
ODA/EST_GGR,"Estonia General Government Revenue, USD Billions"
ODA/EST_LUR,"Estonia Unemployment Rate, % of Total Labor Force"
ODA/EST_TM_RPCH,"Estonia Imports of Goods and services, % change"
ODA/EST_GGX,"Estonia General Government Total Expenditure, USD Billions"
ODA/EST_LE,"Estonia Employment, Millions"
ODA/GEO_NGDP_D,Georgia GDP Deflator
ODA/GEO_NGDPRPC,"Georgia GDP per Capita at Constant Prices, LCU"
ODA/EST_GGR_NGDP,"Estonia General Government Revenue, % of GDP"
ODA/FJI_PPPSH,"Fiji Share of World GDP based on PPP, %"
ODA/GEO_NID_NGDP,"Georgia Total Investment, % of GDP"
ODA/FIN_LE,"Finland Employment, Millions"
ODA/FIN_GGXONLB_NGDP,"Finland General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/EST_GGXCNL,"Estonia General Government Net Lending/Borrowing, USD Billions"
ODA/EST_GGXWDN,"Estonia General Government Net Debt, USD Billions"
ODA/EST_GGXWDG,"Estonia General Government Gross Debt, USD Billions"
ODA/ETH_TXG_RPCH,"Ethiopia Exports of Goods, % change"
ODA/EST_GGXONLB,"Estonia General Government Primary Net Lending/Borrowing, USD Billions"
ODA/EST_NGDP_FY,"Estonia GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/ETH_GGX,"Ethiopia General Government Total Expenditure, USD Billions"
ODA/FIN_PPPPC,"Finland Per Capita GDP based on PPP Valuation, USD"
ODA/ETH_PPPGDP,"Ethiopia Country GDP based on PPP Valuation, USD Billions"
ODA/GEO_GGX,"Georgia General Government Total Expenditure, USD Billions"
ODA/EST_BCA,"Estonia Current Account Balance, USD Billions"
ODA/FIN_NGAP_NPGDP,"Finland Output Gap, % of potential GDP"
ODA/ETH_NGDPD,"Ethiopia GDP at Current Prices, USD Billions"
ODA/ETH_NGDP,"Ethiopia GDP at Current Prices, LCU Billions"
ODA/ETH_BCA,"Ethiopia Current Account Balance, USD Billions"
ODA/ETH_PCPI,"Ethiopia Inflation Index, Average Consumer Prices"
ODA/GEO_GGXWDG_NGDP,"Georgia General Government Gross Debt, % of GDP"
ODA/DEU_NGDP_D,Germany GDP Deflator
ODA/ETH_NGDP_R,"Ethiopia GDP at Constant Prices, LCU Billions"
ODA/ETH_NGSD_NGDP,"Ethiopia Gross National Savings, % of GDP"
ODA/ETH_NID_NGDP,"Ethiopia Total Investment, % of GDP"
ODA/ETH_PPPSH,"Ethiopia Share of World GDP based on PPP, %"
ODA/ETH_TM_RPCH,"Ethiopia Imports of Goods and services, % change"
ODA/FIN_NGDP_D,Finland GDP Deflator
ODA/ETH_TX_RPCH,"Ethiopia Exports of Goods and services, % change"
ODA/ETH_GGR,"Ethiopia General Government Revenue, USD Billions"
ODA/FJI_NGDPD,"Fiji GDP at Current Prices, USD Billions"
ODA/ETH_GGR_NGDP,"Ethiopia General Government Revenue, % of GDP"
ODA/ETH_GGXWDG_NGDP,"Ethiopia General Government Gross Debt, % of GDP"
ODA/ETH_GGXCNL,"Ethiopia General Government Net Lending/Borrowing, USD Billions"
ODA/FJI_GGR,"Fiji General Government Revenue, USD Billions"
ODA/FJI_NGDP,"Fiji GDP at Current Prices, LCU Billions"
ODA/GIN_BCA,"Guinea Current Account Balance, USD Billions"
ODA/ETH_NGDP_FY,"Ethiopia GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/FJI_PCPIPCH,"Fiji Inflation % change, Average Consumer Prices"
ODA/ETH_GGXWDG,"Ethiopia General Government Gross Debt, USD Billions"
ODA/ETH_GGXONLB_NGDP,"Ethiopia General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/FJI_GGXWDG,"Fiji General Government Gross Debt, USD Billions"
ODA/FIN_NGSD_NGDP,"Finland Gross National Savings, % of GDP"
ODA/FIN_NGDPD,"Finland GDP at Current Prices, USD Billions"
ODA/FJI_PPPGDP,"Fiji Country GDP based on PPP Valuation, USD Billions"
ODA/FIN_GGXCNL_NGDP,"Finland General Government Net Lending/Borrowing, % of GDP"
ODA/FJI_PPPPC,"Fiji Per Capita GDP based on PPP Valuation, USD"
ODA/FRA_NGDP_D,France GDP Deflator
ODA/FJI_PPPEX,"Fiji Implied PPP Conversion Rate, LCU per USD"
ODA/FJI_NGDP_R,"Fiji GDP at Constant Prices, LCU Billions"
ODA/FJI_PCPIE,"Fiji Inflation Index, End of Period Consumer Prices"
ODA/FJI_LUR,"Fiji Unemployment Rate, % of Total Labor Force"
ODA/CHL_PPPPC,"Chile Per Capita GDP based on PPP Valuation, USD"
ODA/CHL_GGSB,"Chile General Government Structural Balance, USD Billions"
ODA/COL_NGDPRPC,"Colombia GDP per Capita at Constant Prices, LCU"
ODA/CHL_NGDP_FY,"Chile GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/CHL_TX_RPCH,"Chile Exports of Goods and services, % change"
ODA/COL_GGSB_NPGDP,"Colombia General Government Structural Balance, % of GDP"
ODA/CHL_GGXWDG,"Chile General Government Gross Debt, USD Billions"
ODA/CHN_PCPI,"China Inflation Index, Average Consumer Prices"
ODA/COL_PPPEX,"Colombia Implied PPP Conversion Rate, LCU per USD"
ODA/FJI_PCPI,"Fiji Inflation Index, Average Consumer Prices"
ODA/CHN_PCPIE,"China Inflation Index, End of Period Consumer Prices"
ODA/FJI_GGXCNL,"Fiji General Government Net Lending/Borrowing, USD Billions"
ODA/FJI_GGXCNL_NGDP,"Fiji General Government Net Lending/Borrowing, % of GDP"
ODA/FJI_GGX,"Fiji General Government Total Expenditure, USD Billions"
ODA/FJI_NGDPDPC,"Fiji GDP per Capita at Current Prices, USD"
ODA/CHN_PPPPC,"China Per Capita GDP based on PPP Valuation, USD"
ODA/CHN_PPPSH,"China Share of World GDP based on PPP, %"
ODA/CHN_GGX,"China General Government Total Expenditure, USD Billions"
ODA/FJI_GGXWDN,"Fiji General Government Net Debt, USD Billions"
ODA/FJI_GGR_NGDP,"Fiji General Government Revenue, % of GDP"
ODA/FJI_GGX_NGDP,"Fiji General Government Total Expenditure, % of GDP"
ODA/FJI_GGXWDN_NGDP,"Fiji General Government Net Debt, % of GDP"
ODA/FIN_NGDP_RPCH,"Finland GDP at Constant Prices, % change"
ODA/FIN_GGR,"Finland General Government Revenue, USD Billions"
ODA/FIN_NGDPDPC,"Finland GDP per Capita at Current Prices, USD"
ODA/CHN_GGXCNL,"China General Government Net Lending/Borrowing, USD Billions"
ODA/CHN_GGSB,"China General Government Structural Balance, USD Billions"
ODA/FJI_GGXWDG_NGDP,"Fiji General Government Gross Debt, % of GDP"
ODA/CHN_GGXONLB,"China General Government Primary Net Lending/Borrowing, USD Billions"
ODA/DEU_NID_NGDP,"Germany Total Investment, % of GDP"
ODA/DEU_NGDPRPC,"Germany GDP per Capita at Constant Prices, LCU"
ODA/DEU_TX_RPCH,"Germany Exports of Goods and services, % change"
ODA/DEU_PCPIPCH,"Germany Inflation % change, Average Consumer Prices"
ODA/CHN_GGXWDG,"China General Government Gross Debt, USD Billions"
ODA/COL_NGDPD,"Colombia GDP at Current Prices, USD Billions"
ODA/CRI_GGX_NGDP,"Costa Rica General Government Total Expenditure, % of GDP"
ODA/GEO_LP,"Georgia Population, Millions"
ODA/CHN_NGDP_FY,"China GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/GEO_LUR,"Georgia Unemployment Rate, % of Total Labor Force"
ODA/COL_PPPGDP,"Colombia Country GDP based on PPP Valuation, USD Billions"
ODA/GEO_GGR_NGDP,"Georgia General Government Revenue, % of GDP"
ODA/COD_PCPIEPCH,"Democratic Republic of the Congo Inflation % change, End of Period Consumer Prices"
ODA/COG_NGDPRPC,"Republic of Congo GDP per Capita at Constant Prices, LCU"
ODA/COL_PPPPC,"Colombia Per Capita GDP based on PPP Valuation, USD"
ODA/GEO_TM_RPCH,"Georgia Imports of Goods and services, % change"
ODA/COL_NGSD_NGDP,"Colombia Gross National Savings, % of GDP"
ODA/COL_TM_RPCH,"Colombia Imports of Goods and services, % change"
ODA/GEO_NGSD_NGDP,"Georgia Gross National Savings, % of GDP"
ODA/COL_PCPI,"Colombia Inflation Index, Average Consumer Prices"
ODA/COL_NGDP,"Colombia GDP at Current Prices, LCU Billions"
ODA/COL_PCPIE,"Colombia Inflation Index, End of Period Consumer Prices"
ODA/COL_NID_NGDP,"Colombia Total Investment, % of GDP"
ODA/GEO_GGXCNL_NGDP,"Georgia General Government Net Lending/Borrowing, % of GDP"
ODA/COL_GGXCNL,"Colombia General Government Net Lending/Borrowing, USD Billions"
ODA/COL_GGR_NGDP,"Colombia General Government Revenue, % of GDP"
ODA/COM_PPPEX,"Comoros Implied PPP Conversion Rate, LCU per USD"
ODA/COL_GGXWDN_NGDP,"Colombia General Government Net Debt, % of GDP"
ODA/COG_TMG_RPCH,"Republic of Congo Imports of Goods, % change"
ODA/COL_GGSB,"Colombia General Government Structural Balance, USD Billions"
ODA/GEO_GGSB,"Georgia General Government Structural Balance, USD Billions"
ODA/COL_GGXWDG,"Colombia General Government Gross Debt, USD Billions"
ODA/COL_GGXCNL_NGDP,"Colombia General Government Net Lending/Borrowing, % of GDP"
ODA/COL_GGXWDG_NGDP,"Colombia General Government Gross Debt, % of GDP"
ODA/COM_GGR_NGDP,"Comoros General Government Revenue, % of GDP"
ODA/COG_GGR,"Republic of Congo General Government Revenue, USD Billions"
ODA/COL_NGDP_FY,"Colombia GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/COM_NGDP,"Comoros GDP at Current Prices, LCU Billions"
ODA/COM_GGXCNL,"Comoros General Government Net Lending/Borrowing, USD Billions"
ODA/COM_PPPSH,"Comoros Share of World GDP based on PPP, %"
ODA/COM_PPPGDP,"Comoros Country GDP based on PPP Valuation, USD Billions"
ODA/COM_NGDPDPC,"Comoros GDP per Capita at Current Prices, USD"
ODA/COM_PCPIE,"Comoros Inflation Index, End of Period Consumer Prices"
ODA/COM_TM_RPCH,"Comoros Imports of Goods and services, % change"
ODA/COD_NGDPD,"Democratic Republic of the Congo GDP at Current Prices, USD Billions"
ODA/COM_TX_RPCH,"Comoros Exports of Goods and services, % change"
ODA/COM_PCPI,"Comoros Inflation Index, Average Consumer Prices"
ODA/COM_PCPIPCH,"Comoros Inflation % change, Average Consumer Prices"
ODA/COM_TXG_RPCH,"Comoros Exports of Goods, % change"
ODA/COM_GGR,"Comoros General Government Revenue, USD Billions"
ODA/COM_PPPPC,"Comoros Per Capita GDP based on PPP Valuation, USD"
ODA/COM_GGXCNL_NGDP,"Comoros General Government Net Lending/Borrowing, % of GDP"
ODA/COM_GGXONLB,"Comoros General Government Primary Net Lending/Borrowing, USD Billions"
ODA/CRI_LP,"Costa Rica Population, Millions"
ODA/COM_GGX,"Comoros General Government Total Expenditure, USD Billions"
ODA/COM_NGDP_FY,"Comoros GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/GEO_GGXWDG,"Georgia General Government Gross Debt, USD Billions"
ODA/COG_BCA,"Republic of Congo Current Account Balance, USD Billions"
ODA/GEO_GGXONLB_NGDP,"Georgia General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/COM_GGXWDG_NGDP,"Comoros General Government Gross Debt, % of GDP"
ODA/FIN_NGDP,"Finland GDP at Current Prices, LCU Billions"
ODA/CRI_GGXONLB,"Costa Rica General Government Primary Net Lending/Borrowing, USD Billions"
ODA/COD_NGDP,"Democratic Republic of the Congo GDP at Current Prices, LCU Billions"
ODA/COD_NGDPDPC,"Democratic Republic of the Congo GDP per Capita at Current Prices, USD"
ODA/COD_PPPGDP,"Democratic Republic of the Congo Country GDP based on PPP Valuation, USD Billions"
ODA/COD_PPPEX,"Democratic Republic of the Congo Implied PPP Conversion Rate, LCU per USD"
ODA/FIN_GGSB,"Finland General Government Structural Balance, USD Billions"
ODA/COD_PPPSH,"Democratic Republic of the Congo Share of World GDP based on PPP, %"
ODA/FIN_GGXONLB,"Finland General Government Primary Net Lending/Borrowing, USD Billions"
ODA/COD_PCPIE,"Democratic Republic of the Congo Inflation Index, End of Period Consumer Prices"
ODA/COD_NGSD_NGDP,"Democratic Republic of the Congo Gross National Savings, % of GDP"
ODA/FIN_TM_RPCH,"Finland Imports of Goods and services, % change"
ODA/FIN_GGSB_NPGDP,"Finland General Government Structural Balance, % of GDP"
ODA/FIN_PPPEX,"Finland Implied PPP Conversion Rate, LCU per USD"
ODA/FIN_GGXWDG_NGDP,"Finland General Government Gross Debt, % of GDP"
ODA/COD_PPPPC,"Democratic Republic of the Congo Per Capita GDP based on PPP Valuation, USD"
ODA/COG_PPPPC,"Republic of Congo Per Capita GDP based on PPP Valuation, USD"
ODA/COG_GGXONLB,"Republic of Congo General Government Primary Net Lending/Borrowing, USD Billions"
ODA/COD_PCPI,"Democratic Republic of the Congo Inflation Index, Average Consumer Prices"
ODA/COD_TMG_RPCH,"Democratic Republic of the Congo Imports of Goods, % change"
ODA/COG_GGXONLB_NGDP,"Republic of Congo General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/COD_GGR,"Democratic Republic of the Congo General Government Revenue, USD Billions"
ODA/COD_GGX,"Democratic Republic of the Congo General Government Total Expenditure, USD Billions"
ODA/COD_GGXCNL,"Democratic Republic of the Congo General Government Net Lending/Borrowing, USD Billions"
ODA/COD_NGDP_FY,"Democratic Republic of the Congo GDP Corresponding to Fiscal Year, Current Prices, LCU Billions"
ODA/FIN_GGXWDN,"Finland General Government Net Debt, USD Billions"
ODA/COD_GGXONLB,"Democratic Republic of the Congo General Government Primary Net Lending/Borrowing, USD Billions"
ODA/COD_GGXWDG,"Democratic Republic of the Congo General Government Gross Debt, USD Billions"
ODA/CRI_TMG_RPCH,"Costa Rica Imports of Goods, % change"
ODA/COG_NGDP_R,"Republic of Congo GDP at Constant Prices, LCU Billions"
ODA/COD_BCA_NGDPD,"Democratic Republic of the Congo Current Account Balance, % of GDP"
ODA/CRI_GGXONLB_NGDP,"Costa Rica General Government Primary Net Lending/Borrowing, % of GDP Billions"
ODA/COG_NGDP,"Republic of Congo GDP at Current Prices, LCU Billions"
ODA/COG_PPPEX,"Republic of Congo Implied PPP Conversion Rate, LCU per USD"
ODA/COG_NID_NGDP,"Republic of Congo Total Investment, % of GDP"
ODA/COG_PCPIE,"Republic of Congo Inflation Index, End of Period Consumer Prices"
ODA/COG_TX_RPCH,"Republic of Congo Exports of Goods and services, % change"
ODA/COG_PCPI,"Republic of Congo Inflation Index, Average Consumer Prices"
