id,dataset_code,database_code,name,description,refreshed_at,newest_available_date,oldest_available_date,column_names,frequency,type,premium,database_id
23648405,IDN_GGXONLB,ODA,"Indonesia General Government Primary Net Lending/Borrowing, USD Billions","Indonesia General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: IMF projections are based on moderate tax policy and administration reforms, fuel subsidy pricing reforms introduced in January 2015, and a gradual increase in social and capital spending over the medium term in line with fiscal space Start/end months of reporting year: January/December. From 2000 onward GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash. The budget in Indonesia is reported on cash basis. There is an ongoing project to change to accrual basis in their reporting in the coming years. General government includes: Central Government;Local Government;. The general government composition consists of Central Government and Subnational levels, including Provinces and municipalities. Social Security Funds will be included in the general government reporting in the future. Valuation of public debt: Face value. Book value Primary domestic currency: Indonesian rupiah Data last updated: 09/2015.",2015-12-18 17:19:33 UTC,2020-12-31,1993-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648407,IDN_GGXONLB_NGDP,ODA,"Indonesia General Government Primary Net Lending/Borrowing, % of GDP Billions","Indonesia General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:33 UTC,2020-12-31,1993-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648462,KIR_GGXONLB,ODA,"Kiribati General Government Primary Net Lending/Borrowing, USD Billions","Kiribati General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2013 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986. GFS manual adjusted for data shortcomings Basis of recording: Cash General government includes: Central Government;Local Government Primary domestic currency: Australian dollar Data last updated: 07/2015.",2015-12-18 17:19:39 UTC,2020-12-31,1990-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648463,KIR_GGXONLB_NGDP,ODA,"Kiribati General Government Primary Net Lending/Borrowing, % of GDP Billions","Kiribati General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:39 UTC,2020-12-31,1990-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648466,KIR_GGXWDG_NGDP,ODA,"Kiribati General Government Gross Debt, % of GDP","Kiribati General Government Gross Debt, % of GDP.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).  See notes for:  General government gross debt (National currency)..",2015-12-18 17:19:39 UTC,2020-12-31,1988-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648467,KIR_GGXWDG,ODA,"Kiribati General Government Gross Debt, USD Billions","Kiribati General Government Gross Debt, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).  Source: Ministry of Finance or Treasury Latest actual data: 2013 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986. GFS manual adjusted for data shortcomings Basis of recording: Cash General government includes: Central Government;Local Government Primary domestic currency: Australian dollar Data last updated: 07/2015.",2015-12-18 17:19:39 UTC,2020-12-31,1988-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648485,UVK_GGXWDG,ODA,"Kosovo General Government Gross Debt, USD Billions","Kosovo General Government Gross Debt, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).  Source: Ministry of Finance or Treasury Latest actual data: 2013 Fiscal assumptions: Authorities Budget and medium-term expenditure framework as well as staff expectations. Start/end months of reporting year: January/December GFS Manual used: Other Basis of recording: Cash General government includes: Central Government;Local Government;Other; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015.",2015-12-18 17:19:40 UTC,2020-12-31,2006-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648487,UVK_GGXWDG_NGDP,ODA,"Kosovo General Government Gross Debt, % of GDP","Kosovo General Government Gross Debt, % of GDP.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).  See notes for:  General government gross debt (National currency)..",2015-12-18 17:19:40 UTC,2020-12-31,2006-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648503,KGZ_GGXONLB_NGDP,ODA,"Kyrgyz Republic General Government Primary Net Lending/Borrowing, % of GDP Billions","Kyrgyz Republic General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:41 UTC,2020-12-31,1995-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648504,KGZ_GGXONLB,ODA,"Kyrgyz Republic General Government Primary Net Lending/Borrowing, USD Billions","Kyrgyz Republic General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: Not reported according to GFS Basis of recording: Cash General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Kyrgyz som Data last updated: 09/2015.",2015-12-18 17:19:41 UTC,2020-12-31,1995-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648526,LBN_GGXONLB,ODA,"Lebanon General Government Primary Net Lending/Borrowing, USD Billions","Lebanon General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2013 Fiscal assumptions: Revenue projections are made based on the macroeconomic assumptions and revenue buoyancy of various taxes (as measures by elasticity measures and staff's understanding of the authorities' tax policy measures). On the spending side, projections reflect the authorities' projections, with a few deviations to take into account key macroeconomic assumptions (e.g., WEO oil price for subsidies to the electricity company). Monetary projections are based on key assumptions on deposits growth, dollarization and credit to private sector. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986. GFSM 2001 has been adopted but should be refined. Budgetary expenditure data are reported on a modified cash basis, corresponding to the issuance of payment orders. Basis of recording: Cash. Modified cash basis (only corrects for arrears) General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Lebanese pound Data last updated: 09/2015.",2015-12-18 17:19:42 UTC,2020-12-31,1995-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648527,LBN_GGXONLB_NGDP,ODA,"Lebanon General Government Primary Net Lending/Borrowing, % of GDP Billions","Lebanon General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:42 UTC,2020-12-31,1995-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648563,MKD_GGXONLB_NGDP,ODA,"FYR Macedonia General Government Primary Net Lending/Borrowing, % of GDP Billions","FYR Macedonia General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:46 UTC,2020-12-31,1997-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648565,MKD_GGXONLB,ODA,"FYR Macedonia General Government Primary Net Lending/Borrowing, USD Billions","FYR Macedonia General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Budget forecast and medium term projections. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986. Lending minus repayment is included in total expenditures Basis of recording: Cash General government includes: Central Government;State Government;Social Security Funds; Valuation of public debt: Nominal value Primary domestic currency: Macedonian denar Data last updated: 09/2015.",2015-12-18 17:19:46 UTC,2020-12-31,1997-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648572,MDG_GGXONLB,ODA,"Madagascar General Government Primary Net Lending/Borrowing, USD Billions","Madagascar General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2014 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash. Mostly cash General government includes: Central Government;Local Government;. Data is for central government Primary domestic currency: Malagasy ariary Data last updated: 09/2015.",2015-12-18 17:19:46 UTC,2020-12-31,1980-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648574,MDG_GGXONLB_NGDP,ODA,"Madagascar General Government Primary Net Lending/Borrowing, % of GDP Billions","Madagascar General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:46 UTC,2020-12-31,1980-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648582,MWI_GGXONLB_NGDP,ODA,"Malawi General Government Primary Net Lending/Borrowing, % of GDP Billions","Malawi General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2015 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:46 UTC,2020-12-31,2002-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648583,MWI_GGXONLB,ODA,"Malawi General Government Primary Net Lending/Borrowing, USD Billions","Malawi General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2015 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2014/15 Start/end months of reporting year: July/June GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government Primary domestic currency: Malawi kwacha Data last updated: 09/2015.",2015-12-18 17:19:47 UTC,2020-12-31,2002-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648609,MLT_GGXONLB,ODA,"Malta General Government Primary Net Lending/Borrowing, USD Billions","Malta General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: NSO data via Eurostat Latest actual data: 2013 Fiscal assumptions: Projections are based on the latest Stability Programme Update by the authorities and budget documents, adjusted for staff's macroeconomic and other assumptions. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Social Security Funds; Valuation of public debt: Nominal value Primary domestic currency: Euro Data last updated: 09/2015.",2015-12-18 17:19:49 UTC,2020-12-31,2000-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648611,MLT_GGXONLB_NGDP,ODA,"Malta General Government Primary Net Lending/Borrowing, % of GDP Billions","Malta General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:49 UTC,2020-12-31,2000-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648621,MHL_GGXONLB,ODA,"Marshall Islands General Government Primary Net Lending/Borrowing, USD Billions","Marshall Islands General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2012/13 Start/end months of reporting year: October/September. Data only available for Fiscal Year for most series, the desk estimates calendar year data are the same with fiscal year data. GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: U.S. dollar Data last updated: 08/2015.",2015-12-18 17:19:49 UTC,2020-12-31,1995-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648624,MHL_GGXONLB_NGDP,ODA,"Marshall Islands General Government Primary Net Lending/Borrowing, % of GDP Billions","Marshall Islands General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:49 UTC,2020-12-31,1997-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648645,MEX_GGXONLB_NGDP,ODA,"Mexico General Government Primary Net Lending/Borrowing, % of GDP Billions","Mexico General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:50 UTC,2020-12-31,1990-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648646,MEX_GGXONLB,ODA,"Mexico General Government Primary Net Lending/Borrowing, USD Billions","Mexico General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Fiscal projections for 2015 are broadly in line with the approved budget; projections for 2016 onward assume compliance with rules established in the Fiscal Responsibility Law. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. Currently the Mexico team is submitting data to WEO using GFSM2001 classification by doing some in-house adjustments with the help of STA. This classification is also used to present fiscal tables in the Art IV reports (in addition to standard tables used for discussion with Mexican authorities). However, Mexican authorities are not yet reporting public finance data using the GFSM2001 manual. Thus, accrual data are not available to the Mexico team. Basis of recording: Cash General government includes: Central Government;Social Security Funds;Nonfinancial Public Corporation;. Mexican authorities currently report fiscal data including the central government, financial and non-financial public corporations and entities, and the social security system. As of today, this is the relevant coverage level for policy discussion with Mexican authorities, and the team believes that it is important to keep the broadest available coverage. As the authorities continue transitioning toward GFSM2001 and report data accordingly, the Mexico team will be able to report data in line with GFSM2001, in particular regarding state governments.   Valuation of public debt: Face value Primary domestic currency: Mexican peso Data last updated: 09/2015.",2015-12-18 17:19:50 UTC,2020-12-31,1990-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648659,FSM_GGXONLB,ODA,"Micronesia General Government Primary Net Lending/Borrowing, USD Billions","Micronesia General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2013/14 Fiscal assumptions: Accrual basis following fiscal year Start/end months of reporting year: October/September GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Other General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: U.S. dollar Data last updated: 07/2015.",2015-12-18 17:19:51 UTC,2020-12-31,1995-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648663,FSM_GGXONLB_NGDP,ODA,"Micronesia General Government Primary Net Lending/Borrowing, % of GDP Billions","Micronesia General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:51 UTC,2020-12-31,1995-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648669,MDA_GGXONLB,ODA,"Moldova General Government Primary Net Lending/Borrowing, USD Billions","Moldova General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Various bases and  growth rates for GDP, consumption , import, wages, energy prices, demographic changes. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Nominal value Primary domestic currency: Moldovan leu Data last updated: 07/2015.",2015-12-18 17:19:51 UTC,2020-12-31,1995-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648672,MDA_GGXONLB_NGDP,ODA,"Moldova General Government Primary Net Lending/Borrowing, % of GDP Billions","Moldova General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:51 UTC,2020-12-31,1995-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648678,MNG_GGXONLB_NGDP,ODA,"Mongolia General Government Primary Net Lending/Borrowing, % of GDP Billions","Mongolia General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:52 UTC,2020-12-31,1991-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648682,MNG_GGXONLB,ODA,"Mongolia General Government Primary Net Lending/Borrowing, USD Billions","Mongolia General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2013 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Mongolian togrog Data last updated: 09/2015.",2015-12-18 17:19:52 UTC,2020-12-31,1991-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648702,MOZ_GGXONLB,ODA,"Mozambique General Government Primary Net Lending/Borrowing, USD Billions","Mozambique General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2013 Fiscal assumptions: Fiscal projections assume a moderate increase in revenue/GDP, commensurate increase in domestic primary spending, and accounts for a lower aid flow, with grants contribution declining. These projections have been discussed during the 2009 review missions. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Mix accrual and cash basis General government includes: Central Government;State Government; Valuation of public debt: Nominal value. Authorities report on stock of debt on a nominal basis. Data for the DSA are calculated discounting maturities over the relevant period Primary domestic currency: Mozambican metical Data last updated: 08/2015.",2015-12-18 17:19:54 UTC,2020-12-31,1980-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648705,MOZ_GGXONLB_NGDP,ODA,"Mozambique General Government Primary Net Lending/Borrowing, % of GDP Billions","Mozambique General Government Primary Net Lending/Borrowing, % of GDP Billions.  Units: Percent of GDP.  Multiplier: .  Estimates begin after 2013 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  See notes for:  General government primary net lending/borrowing (National currency)..",2015-12-18 17:19:54 UTC,2020-12-31,1980-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
23648749,NER_GGXONLB,ODA,"Niger General Government Primary Net Lending/Borrowing, USD Billions","Niger General Government Primary Net Lending/Borrowing, USD Billions.  Units: National currency.  Multiplier: Billions.  Estimates begin after 2014 .  This data is sourced from www.opendataforafrica.org where it is offered under an open data licence (www.opendataforafrica.org/legal/termsofuse).  Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).  Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Fiscal projections for 2015 are based on the authorities? budget whereas the 2016 forecast was made to have a 1.7 per cent of GDP fiscal consolidation (compared to 2015). Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Accrual General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: CFA franc Data last updated: 08/2015.",2015-12-18 17:19:57 UTC,2020-12-31,1995-12-31,"[""Date"", ""Value""]",annual,Time Series,false,4443
